TimeStamp,AccXAxis,AccYAxis,AccZAxis,GyroXAxis,GyroYAxis,GyroZAxis,,AccXAxisAvg5,AccYAxisAvg5,AccZAxisAvg5,GyroXAxisAvg5,GyroYAxisAvg5,GyroZAxisAvg5,,AccXAxisAvg10,AccYAxisAvg10,AccZAxisAvg10,GyroXAxisAvg10,GyroYAxisAvg10,GyroZAxisAvg10,,AccXAxisAvg15,AccYAxisAvg15,AccZAxisAvg15,GyroXAxisAvg15,GyroYAxisAvg15,GyroZAxisAvg15
49,40,139,-221,-193,-709,930,,11.8,119.8,-228,451.4,-785.4,1296.4,,7.75,89.875,-238.875,339.25,-659.25,1205.75,,5.4666666667,73.4666666667,-247.8666666667,178.3333333333,-363.6,691.2
50,59,198,-206,413,-335,1141,,8.2,95.6,-232.2,494.2,-762.4,1342.8,,4,76.5,-243.75,345.75,-615,1169,,3.0666666667,66.4666666667,-251.3333333333,209.8,-287.6666666667,596.6
51,-14,88,-215,1589,-1217,1663,,-4.6,68.6,-244.8,521,-767.2,1369.2,,-5.875,58.375,-250.5,270.125,-604.375,1062.25,,0.0666666667,55.2,-254.7333333333,184.6666666667,-231.4666666667,464.6
52,-15,114,-239,-71,-614,1662,,-4.6,58.8,-253.8,181,-602.6,1182.4,,-3.875,54.375,-256.625,56.5,-457.5,872.5,,1.4,51.4666666667,-257.7333333333,98.4666666667,-114,283.8666666667
53,-11,60,-259,519,-1052,1086,,0.4,42.4,-258,167,-550.8,977.2,,-0.875,48.5,-258.25,73.875,-370.375,671,,1.7333333333,46.4666666667,-259.1333333333,108.1333333333,-43.5333333333,81.3333333333
54,22,18,-242,21,-594,1162,,-1.4,41,-258.2,24.8,-390.4,817.4,,1.5,49.5,-257.875,10.75,-228,529.125,,3.8,44,-258.6666666667,72.1333333333,69.8,-96.2666666667
55,-5,63,-269,547,-359,1273,,-5.4,48.6,-262.6,-3.4,-280,614,,0.25,55,-259.75,25,-143.25,371,,2.2666666667,46.1333333333,-259.9333333333,51.0666666667,150.2,-268.4666666667
56,-14,39,-260,-111,-394,729,,-2.6,49.4,-259.2,-99.2,-191.6,369.4,,0.75,52.75,-258.375,-18.75,-71.75,181.375,,4.4666666667,48.4666666667,-258.3333333333,-26.3333333333,223.3333333333,-449.9333333333
57,10,32,-260,-141,-355,636,,1.8,55.2,-258.4,-74.2,-95.4,213.8,,3,52.125,-260,30,31.25,29.125,,6.4666666667,54.2666666667,-256.2,-24.4666666667,284.1333333333,-568.2
58,-20,53,-260,-192,-250,287,,2.2,61.2,-257.8,-19,-7.6,66,,3.5,51.75,-259.625,52.125,139.125,-155.25,,11.5333333333,62.6,-251.0666666667,28.1333333333,337.7333333333,-646.0666666667
59,2,56,-264,-120,-42,145,,6,59.6,-257.4,58.8,85,-40.2,,6.75,49.125,-259.625,113.125,238.5,-322.125,,14.9333333333,66.7333333333,-249.9333333333,52.2666666667,363.1333333333,-712.2
60,9,67,-252,68,83,50,,6.4,55.2,-259.2,138.6,179.4,-167,,5.25,47,-259.125,137.375,299.125,-512.25,,17.6666666667,71.7333333333,-248.1333333333,38.4,370.8666666667,-747
61,8,68,-256,14,87,-49,,7.4,47.6,-260.2,132.2,264.4,-344.8,,6.625,41.5,-259.125,126.25,369.75,-715.75,,21.6,76.1333333333,-247.3333333333,6.6,374.8,-747.8
62,12,62,-257,135,84,-103,,7,40.4,-261,188.6,356,-544.6,,5.5,39.25,-259.75,87.625,435.375,-887.25,,23.1333333333,80.8666666667,-245.9333333333,-15.6,362.8,-736
63,-1,45,-258,197,213,-244,,2.6,35.8,-261.6,176.4,427.8,-799.2,,7.5,43.75,-258.25,-6,517.125,-1055.5,,25.0666666667,85.5333333333,-243.6666666667,-27.7333333333,341.1333333333,-706.4
64,4,34,-273,279,430,-489,,6.8,31.4,-260.4,132.8,514.8,-1066,,9.625,53.875,-254.5,-41,555.25,-1155.625,,28,92.6666666667,-241,-40.1333333333,301.4666666667,-636.3333333333
65,14,29,-257,36,508,-839,,5.8,34.6,-258,18,551.2,-1252.4,,19.875,69.25,-243.25,5.125,557.625,-1161,,30.2,99.9333333333,-237.5333333333,-48.9333333333,232.8666666667,-523.9333333333
66,6,32,-260,296,545,-1048,,8.6,48.4,-255.6,-112,597.2,-1374.4,,22,80,-241.5,21.875,510.5,-1144.25,,31.9333333333,103.0666666667,-237.8,-52.1333333333,147.8,-374.9333333333
67,-10,39,-260,74,443,-1376,,10.6,67.2,-249.2,-187.8,591.8,-1373.8,,26.625,92.375,-238.625,-56.125,451.625,-1060.375,,32.6666666667,109.6,-235.6666666667,-77.0666666667,66.7333333333,-202.4666666667
68,20,23,-252,-21,648,-1578,,29.8,90.8,-233.8,-73,593,-1205,,36.375,104.125,-236.125,-116.5,414,-883.625,,34.4666666667,110.9333333333,-234.8666666667,-23,1.8666666667,-6.1333333333
69,-1,50,-261,-295,612,-1421,,32,109.2,-232,-34.8,489.6,-1030.4,,37.75,118.625,-234,-153.75,321.375,-670.375,,31.4,112.4666666667,-235.5333333333,-37.6666666667,-80.6666666667,186.1333333333
70,28,98,-245,-614,738,-1449,,40.8,125.4,-227.2,-41.4,382,-821.6,,43,128.875,-229.25,-122.75,214.75,-450.125,,33.4666666667,111.0666666667,-234.6666666667,-49.8666666667,-178.6,352.9333333333
71,16,126,-228,-83,518,-1045,,48.8,132.4,-226.2,-0.4,262.8,-524.2,,44.875,135.625,-225.875,-44.625,74.75,-168.125,,31.5333333333,107.6666666667,-235.1333333333,-6.6,-264.0666666667,511.3333333333
